"Date","Time","Latitude","Longitude","Depth","Mag","TypeMag","smaj","smin","az","rms","cPhase","Region"
"2008-12-25","07:06:02","-4.31","130.78","63","3.7","MLv","2.66","2.03","159","0.275","7","Banda Sea    "
"2008-12-25","08:59:11","-0.4","121.9","37","3","MLv","4.13","0.87","151","0.307","7","Minahassa Peninsula; Sulawesi   "
"2008-12-25","09:14:35","-3.55","128.85","10","3.3","MLv","1.77","0.22","237","0.108","6","Seram; Indonesia    "
"2008-12-25","10:19:58","-9.36","112.39","16","3.3","MLv","2.34","1.45","245","1.005","14","South of Java; Indonesia  "
"2008-12-25","12:08:33","-8.16","118.79","10","4.6","MLv","5.18","2.64","234","0.924","9","Sumbawa Region; Indonesia   "
"2008-12-25","14:00:56","-8.92","118.86","109","4","MLv","4.68","1.6","153","1.365","15","Sumbawa Region; Indonesia   "
"2008-12-25","15:28:59","-2.18","130.16","27","3.5","MLv","3.23","1.69","169","0.102","6","Seram; Indonesia    "
"2008-12-25","18:12:06","5.4","124.32","434","5.4","Mw(mB","40.56","2.08","96","0.907","90","Mindanao; Philippines    "
"2008-12-25","22:03:11","0.83","127.51","84","3.3","MLv","3.54","0.16","258","0","4","Halmahera; Indonesia    "
"2008-12-25","22:56:37","0.57","99.18","12","3.7","MLv","2.13","0.46","223","1.392","7","Northern Sumatra; Indonesia   "
"2008-12-26","01:46:17","-9.79","116.22","10","3.7","MLv","3.13","1.15","301","0.868","10","Sumbawa Region; Indonesia   "
"2008-12-26","01:59:01","-2.62","129.29","10","3.3","MLv","2.99","0.81","138","0.706","7","Seram; Indonesia    "
"2008-12-26","02:43:41","-4.62","127.32","17","4.1","MLv","12.21","1.27","151","1.306","17","Banda Sea    "
"2008-12-26","04:09:47","-0.56","122.55","10","3.6","MLv","4.64","0.53","106","1.057","11","Minahassa Peninsula; Sulawesi   "
"2008-12-26","04:12:26","-0.17","121.31","21","3.7","MLv","1.88","0.9","284","0","4","Minahassa Peninsula; Sulawesi   "
"2008-12-26","05:03:26","-2.94","140.09","10","3.7","MLv","1.68","0.75","169","0.558","6","Near North Coast of Irian Jaya"
"2008-12-26","05:31:51","-0.18","122.97","10","3.3","MLv","1.5","0.81","190","1.427","7","Minahassa Peninsula; Sulawesi   "
"2008-12-26","06:19:30","2.1","126.13","69","4.4","MLv","8.21","1.45","158","0.828","16","Northern Molucca Sea   "
"2008-12-26","07:14:44","-7.91","106.52","24","3.7","MLv","2.69","0.91","129","0.973","9","Java; Indonesia    "
"2008-12-26","12:32:16","-2.88","128.28","10","2.8","MLv","2.36","0.8","145","0.475","8","Ceram Sea    "
"2008-12-26","20:44:37","-7.14","123.5","650","4.9","MLv","9.69","1.94","155","0.673","16","Banda Sea    "
"2008-12-26","20:55:29","1.25","124.77","231","3.8","MLv","3.31","0.2","124","0.517","12","Minahassa Peninsula; Sulawesi   "
"2008-12-27","07:18:14","-1.59","139.13","19","4.8","MLv","3.05","0.57","203","0.873","7","Near North Coast of Irian Jaya"
"2008-12-27","09:35:04","-0.05","122.93","144","4.7","MLv","6.83","0.69","72","1.103","19","Minahassa Peninsula; Sulawesi   "
"2008-12-27","09:58:20","0.14","125.67","34","4.3","MLv","6.65","1.53","102","1.088","11","Northern Molucca Sea   "
"2008-12-27","10:12:54","-0.29","123.75","103","3.1","MLv","1.97","0.89","218","0.055","6","Minahassa Peninsula; Sulawesi   "
"2008-12-27","11:30:36","-2.78","127.94","11","4.3","MLv","10.49","0.94","101","0.948","14","Ceram Sea    "
"2008-12-27","13:01:50","-0.08","123.15","134","3","MLv","1.33","0.72","213","0.062","5","Minahassa Peninsula; Sulawesi   "
"2008-12-27","13:49:17","-4.18","129.91","90","3.1","MLv","8.39","1.28","224","0.379","7","Banda Sea    "
"2008-12-27","15:07:45","1.1","96.99","72","4","MLv","5.54","2.16","242","1.42","11","Off West Coast of Northern Sumatra"
"2008-12-27","16:41:54","-9.86","111.88","17","3.7","MLv","3.31","1.8","261","1.342","9","South of Java; Indonesia  "
"2008-12-27","21:22:31","-2.78","128.02","14","3.6","MLv","5.52","0.92","106","1.255","11","Ceram Sea    "
"2008-12-28","02:49:33","0.63","122.17","84","3.1","MLv","2.79","0.28","196","0.347","8","Minahassa Peninsula; Sulawesi   "
"2008-12-28","04:13:50","-0.1","122.88","29","2.8","MLv","1.29","0.75","128","0.333","6","Minahassa Peninsula; Sulawesi   "
"2008-12-28","04:29:39","1.33","120.56","51","3.8","MLv","3.23","1.62","312","1.527","7","Minahassa Peninsula; Sulawesi   "
"2008-12-28","04:50:42","1.54","121.22","14","4.4","MLv","4.77","1.28","280","0.91","9","Minahassa Peninsula; Sulawesi   "
"2008-12-28","04:56:25","-3.83","127.5","90","2.7","MLv","1.51","0.71","248","0.625","8","Seram; Indonesia    "
"2008-12-28","05:10:52","0.29","121.89","195","2.5","MLv","1.6","0.19","230","0.217","6","Minahassa Peninsula; Sulawesi   "
"2008-12-28","05:21:50","-2.71","127.84","10","3.2","MLv","1.26","0.91","246","0.334","8","Ceram Sea    "
"2008-12-28","07:29:28","-4.33","119.53","10","2","MLv","1.31","0.43","211","0.314","7","Sulawesi; Indonesia    "
"2008-12-28","12:12:22","-5.31","128.05","371","3.3","MLv","4.83","1.62","241","0.46","7","Banda Sea    "
"2008-12-28","16:52:52","-6.47","114.21","560","3.6","mb","23.71","0.64","66","1.098","26","Bali Sea    "
"2008-12-28","19:53:27","-7.83","111.17","10","3.2","MLv","2.14","0.37","125","1.142","11","Java; Indonesia    "
"2008-12-29","02:06:52","-9.28","123.58","153","4.1","MLv","19.74","1.48","116","3.76","11","Timor Region    "
"2008-12-29","09:14:56","-6.35","105.9","104","3.6","MLv","2.25","0.33","126","0.576","8","Sunda Strait; Indonesia   "
"2008-12-29","11:52:34","-7.83","106.26","16","4","MLv","2.7","0.87","142","0.654","15","Java; Indonesia    "
"2008-12-29","15:31:17","-0.07","122.07","42","3.3","MLv","3.15","0.56","97","0.168","10","Minahassa Peninsula; Sulawesi   "
"2008-12-29","16:37:05","1.3","126.48","65","3.6","MLv","4.38","1.03","206","0.69","9","Northern Molucca Sea   "
"2008-12-29","17:49:26","-2.6","129.61","10","3.2","MLv","2.87","1.01","144","0.437","6","Seram; Indonesia    "
"2008-12-29","21:28:59","-8.03","110.43","3","3","MLv","1.36","0.15","211","0.427","8","Java; Indonesia    "
"2008-12-29","23:34:58","-2.75","139.88","10","3.8","MLv","1.62","0.86","141","0.686","5","Near North Coast of Irian Jaya"
"2008-12-30","01:54:37","-1.11","119.74","105","3.9","MLv","4.56","1.92","130","0.946","14","Sulawesi; Indonesia    "
"2008-12-30","03:20:56","5.45","125.93","125","5.2","Mw(mB","85.22","1.65","130","1.924","71","Mindanao; Philippines    "
"2008-12-30","05:38:58","-4.61","102.13","10","4.7","MLv","10.2","0.86","218","1.741","15","Southern Sumatra; Indonesia   "
"2008-12-30","07:38:19","-0.11","123.8","104","4.6","MLv","9.73","0.71","64","1.194","18","Minahassa Peninsula; Sulawesi   "
"2008-12-30","09:42:12","-6.73","108.2","357","4","MLv","4.98","0.59","123","1.522","15","Java; Indonesia    "
"2008-12-30","10:04:24","-5.88","130","150","4.6","MLv","15.25","2.73","85","1.797","13","Banda Sea    "
"2008-12-30","12:35:32","1.14","126.5","64","3.8","MLv","4.32","0.94","193","1.142","7","Northern Molucca Sea   "
"2008-12-30","12:52:07","-4.64","127.3","37","3.2","MLv","2.07","1.3","300","0.682","5","Banda Sea    "
"2008-12-30","17:27:40","0.2","94.08","335","4.9","mb","14.05","4.34","289","1.766","9","Off West Coast of Northern Sumatra"
"2008-12-30","17:48:06","-4.42","136.79","279","4.7","mb","15.62","2.17","171","1.222","8","Irian Jaya Region; Indonesia  "
"2008-12-30","18:09:26","-10.48","118.48","49","5.2","Mw(mB","34.91","1.96","111","1.657","66","South of Sumbawa; Indonesia  "
"2008-12-30","19:49:53","-4.35","101.04","16","5.9","Mw(mB","90.24","1.7","32","1.63","96","Southern Sumatra; Indonesia   "
"2008-12-30","20:32:41","-4.3","101.04","10","4.9","mb","46.71","1.68","122","1.181","32","Southern Sumatra; Indonesia   "
"2008-12-31","03:40:54","-9.12","117.33","100","3.6","MLv","3.21","1.24","344","0.655","7","Sumbawa Region; Indonesia   "
"2008-12-31","07:07:02","-8.08","110.41","5","4.7","MLv","7.26","0.21","144","1.549","31","Java; Indonesia    "
"2008-12-31","10:18:50","-8.88","112.5","33","3.6","MLv","2.18","0.72","220","1.119","14","Java; Indonesia    "
"2008-12-31","11:39:59","4.96","127.4","79","5.4","mb","28.09","2.77","166","2.186","47","Talaud Islands; Indonesia   "
"2008-12-31","13:15:14","-5.03","120.41","66","2.2","MLv","1.24","0.41","256","0.846","5","Sulawesi; Indonesia    "
"2008-12-31","20:21:44","-8.78","113.96","68","2.9","MLv","2.41","0.72","213","0.768","11","Java; Indonesia    "
"2008-12-31","20:49:36","-10.69","112.19","19","4","MLv","3.77","2.54","281","0.991","18","South of Java; Indonesia  "
